Image Name,Original name,Stimtype,Task,Sim_Category,Sim_Score,Valence_Category,Valence_Score,Arousal_Category,Arousal_Score,MEMORABILITY,ABBA Encoding Valence score,VALENCE_OVERALL,OVERALL_VALENCE_CATEGORY,Set
1091_D_X,10005a.jpg,Foil,Retrieval,Foil,NA,Negative,3.152901786,Somewhat arousing,5.952296666,0.647415578,,3.152901786,Negative,A
2099_D_X,50038a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.170671736,Somewhat arousing,3.807846702,0.873118401,,4.170671736,Neutral,A
1093_D_X,40007a.jpg,Foil,Retrieval,Foil,NA,Negative,3.456383209,Somewhat arousing,4.902151925,0.832850397,,3.456383209,Negative,A
1100_D_X,40028a.jpg,Foil,Retrieval,Foil,NA,Negative,3.762627808,Somewhat arousing,3.768746512,0.79528892,,3.762627808,Negative,A
2100_D_X,50033a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.982673891,Not arousing,2.383292062,0.802037954,,4.982673891,Neutral,A
1094_D_X,40009d.jpg,Foil,Retrieval,Foil,NA,Negative,1.939426123,Very arousing,6.637939453,0.959214032,,1.939426123,Negative,A
3109_D_X,422.jpg,Foil,Retrieval,Foil,NA,Positive,6.842739763,Somewhat arousing,5.946457435,0.862857044,,6.822454637,Positive,A
2103_D_X,20004a.jpg,Foil,Retrieval,Foil,NA,Neutral,5.336146763,Somewhat arousing,3.506879534,0.891594827,,5.336146763,Neutral,A
2102_D_X,50036a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.769757952,Not arousing,2.139892578,0.930923581,,4.769757952,Neutral,A
3105_D_X,60021a.jpg,Foil,Retrieval,Foil,NA,Positive,6.789611535,Somewhat arousing,4.652010729,0.738172114,,6.789611535,Positive,A
2105_D_X,10042a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.752564818,Somewhat arousing,4.951576901,0.750786364,,4.752564818,Neutral,A
2096_D_X,40003a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.622270857,Somewhat arousing,3.449244908,0.790835202,,4.622270857,Neutral,A
3094_D_X,60014a.jpg,Foil,Retrieval,Foil,NA,Positive,6.919903274,Somewhat arousing,5.186959403,0.876268923,,6.919903274,Positive,A
1090_D_X,10003a.jpg,Foil,Retrieval,Foil,NA,Negative,2.785818917,Somewhat arousing,4.43182373,0.84233427,,2.785818917,Negative,B
1092_D_X,10011a.jpg,Foil,Retrieval,Foil,NA,Negative,2.690578497,Somewhat arousing,4.801078269,0.752750039,,2.690578497,Negative,B
1095_D_X,40018a.jpg,Foil,Retrieval,Foil,NA,Negative,3.332382272,Somewhat arousing,5.676365444,0.783070028,,3.332382272,Negative,B
1097_D_X,40021a.jpg,Foil,Retrieval,Foil,NA,Negative,3.132128456,Somewhat arousing,4.489467076,0.82389468,,3.132128456,Negative,B
1098_D_X,40025a.jpg,Foil,Retrieval,Foil,NA,Negative,3.351060268,Somewhat arousing,4.193584389,0.843593538,,3.351060268,Negative,B
1101_D_X,40030a.jpg,Foil,Retrieval,Foil,NA,Negative,3.114946057,Somewhat arousing,4.769315236,0.890670598,,3.114946057,Negative,B
1102_D_X,40032a.jpg,Foil,Retrieval,Foil,NA,Negative,2.621822797,Somewhat arousing,5.60094146,0.801000834,,2.621822797,Negative,B
1103_D_X,40038d.jpg,Foil,Retrieval,Foil,NA,Negative,2.48815918,Somewhat arousing,5.950552804,0.858566463,,2.48815918,Negative,A
1104_D_X,40040d.jpg,Foil,Retrieval,Foil,NA,Negative,2.760188652,Somewhat arousing,5.504220145,0.800247788,,2.760188652,Negative,A
1105_D_X,40041a.jpg,Foil,Retrieval,Foil,NA,Negative,2.798242188,Somewhat arousing,4.83177839,0.858138919,,2.798242188,Negative,B
1106_D_X,40045d.jpg,Foil,Retrieval,Foil,NA,Negative,2.012425014,Very arousing,6.42452567,0.958367288,,2.012425014,Negative,A
1108_D_X,617.jpg,Foil,Retrieval,Foil,NA,Negative,2.422817888,Somewhat arousing,5.721174569,0.850491107,,2.465755208,Negative,A
1111_D_X,622.jpg,Foil,Retrieval,Foil,NA,Negative,2.551081731,Somewhat arousing,5.834186422,0.78279233,,2.592230903,Negative,A
1113_D_X,624.jpg,Foil,Retrieval,Foil,NA,Negative,2.892508371,Somewhat arousing,5.469962284,0.766712546,,2.91096444,Negative,A
1116_D_X,628.jpg,Foil,Retrieval,Foil,NA,Negative,2.697939116,Somewhat arousing,5.982354526,0.908731997,,2.721396169,Negative,A
1117_D_X,629.jpg,Foil,Retrieval,Foil,NA,Negative,3.396484375,Somewhat arousing,5.00718471,0.777467489,,3.421134159,Negative,A
1118_D_X,643.jpg,Foil,Retrieval,Foil,NA,Negative,1.856074892,Very arousing,6.640894397,0.835992038,,1.836504536,Negative,B
1119_D_X,645.jpg,Foil,Retrieval,Foil,NA,Negative,2.978166853,Somewhat arousing,5.028623384,0.834013343,,3.011853448,Negative,A
2094_D_X,20008a.jpg,Foil,Retrieval,Foil,NA,Neutral,5.285030242,Not arousing,2.367579869,0.705131352,,5.285030242,Neutral,B
2095_D_X,10004a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.215266777,Somewhat arousing,4.56854248,0.915400743,,4.215266777,Neutral,B
2101_D_X,50006a.jpg,Foil,Retrieval,Foil,NA,Neutral,5.582554408,Not arousing,2.694205429,0.928555131,,5.582554408,Neutral,B
2104_D_X,50014a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.74152363,Not arousing,2.421735491,0.760717034,,4.74152363,Neutral,B
2108_D_X,515.jpg,Foil,Retrieval,Foil,NA,Neutral,5.667766703,Not arousing,2.853650323,0.900460482,,5.64547631,Neutral,A
2110_D_X,517.jpg,Foil,Retrieval,Foil,NA,Neutral,4.672154018,Not arousing,2.53205819,0.876102328,,4.700195313,Neutral,A
2111_D_X,518.jpg,Foil,Retrieval,Foil,NA,Neutral,5.684640067,Somewhat arousing,3.519463901,0.727671385,,5.568033854,Neutral,A
2113_D_X,521.jpg,Foil,Retrieval,Foil,NA,Neutral,5.262625558,Not arousing,2.979980469,0.858218193,,5.318684896,Neutral,A
2114_D_X,540.jpg,Foil,Retrieval,Foil,NA,Neutral,4.053780692,Somewhat arousing,4.22811153,0.72617799,,4.08674569,Neutral,B
2118_D_X,603.jpg,Foil,Retrieval,Foil,NA,Neutral,4.821213942,Somewhat arousing,4.194975754,0.816262245,,4.810836227,Neutral,A
3091_D_X,60012a.jpg,Foil,Retrieval,Foil,NA,Positive,6.231780134,Somewhat arousing,4.186061314,0.708893061,,6.231780134,Positive,B
3093_D_X,50041a.jpg,Foil,Retrieval,Foil,NA,Positive,6.022748675,Somewhat arousing,4.021972656,0.684619725,,6.022748675,Positive,B
3096_D_X,30016a.jpg,Foil,Retrieval,Foil,NA,Positive,7.19390841,Somewhat arousing,5.058359735,0.778461516,,7.19390841,Positive,B
3097_D_X,30002a.jpg,Foil,Retrieval,Foil,NA,Positive,7.086042132,Somewhat arousing,5.242353167,0.868094385,,7.086042132,Positive,B
3099_D_X,60024a.jpg,Foil,Retrieval,Foil,NA,Positive,6.996786794,Somewhat arousing,4.819083078,0.877170682,,6.996786794,Positive,B
3101_D_X,30009a.jpg,Foil,Retrieval,Foil,NA,Positive,7.466430664,Somewhat arousing,5.316730271,0.576015234,,7.466430664,Positive,B
3102_D_X,60044a.jpg,Foil,Retrieval,Foil,NA,Positive,6.711129325,Somewhat arousing,4.302307129,0.800299942,,6.711129325,Positive,B
3103_D_X,60036a.jpg,Foil,Retrieval,Foil,NA,Positive,6.868071057,Somewhat arousing,4.713700677,0.776754022,,6.868071057,Positive,B
3104_D_X,60047a.jpg,Foil,Retrieval,Foil,NA,Positive,7.102678571,Somewhat arousing,4.55304827,0.804237187,,7.102678571,Positive,B
3106_D_X,415.jpg,Foil,Retrieval,Foil,NA,Positive,7.428946659,Somewhat arousing,5.775525323,0.859355211,,7.420299899,Positive,A
3111_D_X,437.jpg,Foil,Retrieval,Foil,NA,Positive,6.848397091,Somewhat arousing,4.348397091,0.834959388,,6.824911794,Positive,A
3112_D_X,438.jpg,Foil,Retrieval,Foil,NA,Positive,6.490099677,Somewhat arousing,3.886045259,0.887831151,,6.461693548,Positive,A
3113_D_X,439.jpg,Foil,Retrieval,Foil,NA,Positive,6.512324892,Somewhat arousing,4.167131696,0.888213515,,6.498550907,Positive,A
3114_D_X,440.jpg,Foil,Retrieval,Foil,NA,Positive,7.070649246,Somewhat arousing,4.685816272,0.871848702,,6.87468498,Positive,A
3115_D_X,441.jpg,Foil,Retrieval,Foil,NA,Positive,7.556152344,Somewhat arousing,4.910762392,0.735724628,,7.493164063,Positive,A
3116_D_X,505.jpg,Foil,Retrieval,Foil,NA,Positive,6.172548491,Somewhat arousing,4.053205819,0.695219398,,6.147618448,Positive,A
3117_D_X,R449.jpg,Foil,Retrieval,Foil,NA,Positive,6.262796336,Somewhat arousing,3.715988685,0.861652076,,6.284967238,Positive,A
2120_D_X,R550.jpg,Foil,Retrieval,Foil,NA,Neutral,5.643229167,Somewhat arousing,3.65705819,0.778069913,,5.658272879,Neutral,B
2115_D_X,541.jpg,Foil,Retrieval,Foil,NA,Neutral,4.900660022,Somewhat arousing,3.606883082,0.797136247,,4.904296875,Neutral,B
3100_D_X,60010d.jpg,Foil,Retrieval,Foil,NA,Positive,6.947806222,Somewhat arousing,4.683764761,0.773436844,,6.947806222,Positive,B
1112_D_X,623.jpg,Foil,Retrieval,Foil,NA,Negative,2.282841435,Very arousing,6.17342403,0.612942457,,2.308384487,Negative,B
2109_D_X,516.jpg,Foil,Retrieval,Foil,NA,Neutral,5.630580357,Somewhat arousing,3.355132004,0.532299519,,5.643554688,Neutral,B
1107_D_X,616.jpg,Foil,Retrieval,Foil,NA,Negative,2.537667411,Very arousing,6.005185884,0.654332817,,2.552532328,Negative,B
3108_D_X,421.jpg,Foil,Retrieval,Foil,NA,Positive,6.820851293,Somewhat arousing,5.162984914,0.758823276,,6.782447077,Positive,B
2112_D_X,520.jpg,Foil,Retrieval,Foil,NA,Neutral,4.84846444,Somewhat arousing,3.354121767,0.613497376,,4.786731351,Neutral,B
1109_D_X,619.jpg,Foil,Retrieval,Foil,NA,Negative,2.527413504,Somewhat arousing,5.138873922,0.857611537,,2.561489763,Negative,B
2106_D_X,513.jpg,Foil,Retrieval,Foil,NA,Neutral,5.385561343,Not arousing,2.61637931,0.871455431,,5.352572737,Neutral,B
3118_D_X,R450.jpg,Foil,Retrieval,Foil,NA,Positive,7.098563058,Somewhat arousing,4.798626078,0.882842779,,7.044596354,Positive,B
2116_D_X,542.jpg,Foil,Retrieval,Foil,NA,Neutral,4.923060826,Somewhat arousing,3.297077047,0.890485644,,4.939520474,Neutral,B
3120_D_X,417.jpg,Foil,Retrieval,Foil,NA,Positive,6.662688079,Somewhat arousing,4.19921875,0.797,,6.630859375,Positive,B
2097_D_X,60041a.jpg,Foil,Retrieval,Foil,NA,Neutral,5.63203845,Somewhat arousing,3.06880406,0.605308175,,5.63203845,Neutral,B
2107_D_X,514.jpg,Foil,Retrieval,Foil,NA,Neutral,5.078461746,Not arousing,2.826171875,0.720631301,,5.114982359,Neutral,B
1114_D_X,625.jpg,Foil,Retrieval,Foil,NA,Negative,3.56515067,Somewhat arousing,4.753636853,0.668664694,,3.614291487,Negative,B
1115_D_X,627.jpg,Foil,Retrieval,Foil,NA,Negative,2.869068287,Somewhat arousing,5.833310884,0.512123287,,2.992606027,Negative,B
2119_D_X,R549.jpg,Foil,Retrieval,Foil,NA,Neutral,4.971454327,Somewhat arousing,3.722795759,0.830898046,,4.972149884,Neutral,B
1110_D_X,620.jpg,Foil,Retrieval,Foil,NA,Negative,2.723733836,Somewhat arousing,5.725552263,0.781426907,,2.800970262,Negative,B
3119_D_X,R548.jpg,Foil,Retrieval,Foil,NA,Positive,6.141567888,Somewhat arousing,3.686355065,0.789143741,,6.137044271,Positive,B
1083_C_X,612.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.797921317,Somewhat arousing,5.489964978,0.813795626,3.35522241,3.210589856,Negative,B
10014a.jpg,10014a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.321113551,Somewhat arousing,5.475230415,0.717,,,,B
30003a.jpg,30003a.jpg,Foil,Retrieval,Foil,NA,Positive,7.500378024,Somewhat arousing,5.633858817,0.847,,,,A
3078_C_X,403.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.587755927,Somewhat arousing,4.802128233,0.7845245,6.856843171,6.785228588,Positive,A
1063_C_X,10013a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.353839646,Somewhat arousing,4.34249442,0.701105058,3.76344246,3.610731957,Negative,A
3087_C_X,414.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.557112069,Somewhat arousing,3.984711746,0.772141516,6.844677511,6.76299555,Positive,A
2063_C_X,20009a.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.175925259,Not arousing,2.398010254,0.864497125,5.403235918,5.331466528,Neutral,A
2070_C_X,434.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.631626674,Somewhat arousing,4.056361607,0.559032857,6.176882045,6.019095008,Positive,A
1066_C_X,40006a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.291078629,Somewhat arousing,5.946184431,0.846529484,2.294857357,2.295264089,Negative,A
1064_C_X,40002a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.4265553,Somewhat arousing,4.972333636,0.68294847,3.686217949,3.602368552,Negative,A
3061_C_X,60019d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.14047199,Somewhat arousing,3.686288016,0.823014975,6.390343468,6.320717612,Positive,A
3066_C_X,60003d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.681478615,Somewhat arousing,4.840401786,0.601455033,7.105691629,6.982045976,Positive,A
1061_C_X,10002a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.253376116,Somewhat arousing,5.913450461,0.829996705,2.28101539,2.272187488,Negative,A
3079_C_X,404.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.722935268,Somewhat arousing,4.294181034,0.933984399,6.83766172,6.777992664,Positive,A
3072_C_X,30017a.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.51657006,Somewhat arousing,4.405011858,0.823043287,7.086898148,6.930454282,Positive,A
3086_C_X,413.jpg,Target,Encoding + Retrieval,Target,NA,Positive,7.061220366,Very arousing,6.110250539,0.863617241,7.24413476,7.186992939,Positive,A
1075_C_X,40034a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.006616709,Somewhat arousing,4.5269601,0.914448261,2.828679591,2.87434614,Negative,A
2078_C_X,503.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,4.696358817,Somewhat arousing,4.122171336,0.879232228,4.944214665,4.887808294,Neutral,A
2069_C_X,410.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.995083513,Somewhat arousing,3.948343211,0.664813995,6.809285848,6.576818743,Positive,A
3088_C_X,R446.jpg,Target,Encoding + Retrieval,Target,NA,Positive,7.064732143,Somewhat arousing,4.511021205,0.869343638,6.930344407,6.959239314,Positive,A
1062_C_X,10010a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.205761238,Somewhat arousing,4.558350734,0.745841742,3.60323748,3.48796937,Negative,A
2071_C_X,50007a.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,4.690429688,Not arousing,2.457092285,0.727003455,5.173097613,5.029160156,Neutral,A
1072_C_X,40022a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.608590262,Somewhat arousing,5.571550642,0.730077982,2.478955518,2.515369307,Negative,A
1071_C_X,40019a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.314657738,Somewhat arousing,5.468686996,0.787465572,2.616906299,2.527129499,Negative,A
2062_C_X,20003a.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,4.665214574,Not arousing,2.207458496,0.852302313,4.913435571,4.840381118,Neutral,A
2073_C_X,50031a.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,4.669652158,Somewhat arousing,3.057270665,0.703798831,4.445529514,4.51056431,Neutral,A
1065_C_X,40005a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.520638602,Somewhat arousing,4.400591169,0.835222721,3.314854452,3.377569622,Negative,B
1068_C_X,40012a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.079637097,Somewhat arousing,4.407420075, 0.827,3.035502214,3.049184028,Negative,A
1069_C_X,40015a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.235203334,Somewhat arousing,4.408473424,0.833,3.062054242,3.114325666,Negative,A
1070_C_X,40017a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.97780878,Somewhat arousing,4.809439523,0.761126518,2.586591514,2.700538291,Negative,B
1074_C_X,40033a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.504019601,Somewhat arousing,5.192827497,0.725555897,2.611228416,2.576886397,Negative,B
1076_C_X,40035a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,1.699645996,Very arousing,7.212794713,0.795440257,1.697152778,1.682224106,Negative,B
1077_C_X,40044a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.420528017,Somewhat arousing,4.963979695,0.711397767,3.449231902,3.440469664,Negative,B
1079_C_X,604.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.941545759,Somewhat arousing,5.863415948,0.820397675,3.611848364,3.431495949,Negative,A
1089_C_X,642.jpg,Target,Encoding + Retrieval,Target,NA,Negative,4.306929977,Somewhat arousing,4.650727371,0.624755085,4.299355159,4.308292588,Neutral,A
1090_C_X,528.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.969545718,Somewhat arousing,4.91951778,0.912394404,5.327010779,4.938071089,Neutral,A
2064_C_X,20010a.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,4.645368304,Not arousing,2.288033622,0.79746592,4.525542237,4.562730859,Neutral,B
2066_C_X,20012a.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,4.993456581,Not arousing,2.244271415,0.793943465,5.049586187,5.037556646,Neutral,B
2068_C_X,40016a.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.008640553,Somewhat arousing,3.742989676,0.676143765,4.818466354,4.863522513,Neutral,B
2074_C_X,50037a.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,4.259216309,Not arousing,2.451808385,0.871473134,4.19828869,4.216272604,Neutral,B
2075_C_X,50042d.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.478106399,Somewhat arousing,3.002249581,0.725565135,5.616295983,5.576433603,Neutral,A
2076_C_X,50048d.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.486841158,Somewhat arousing,3.095073085,0.683149397,5.802987062,5.708751264,Neutral,A
2079_C_X,504.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.434738685,Somewhat arousing,3.59610722,0.849404454,5.515577435,5.484153813,Neutral,A
2084_C_X,511.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.362413194,Somewhat arousing,4.900996767,0.731711209,6.685023148,6.331799488,Positive,B
2085_C_X,512.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.672084263,Somewhat arousing,3.474003233,0.883442938,6.075778904,5.972789797,Neutral,A
2087_C_X,525.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,4.638093171,Not arousing,2.398572198,0.80897665,4.636742863,4.640056424,Neutral,A
2088_C_X,530.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,4.770688657,Somewhat arousing,3.413927802,0.78438127,4.888839984,4.861586788,Neutral,A
2089_C_X,60011a.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.851976526,Somewhat arousing,3.858660017,0.93865639,6.338422755,6.195909062,Positive,B
3062_C_X,60004d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.289815848,Somewhat arousing,3.818890409,0.854897857,6.197417237,6.224329454,Positive,A
3063_C_X,60032d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,7.277703773,Somewhat arousing,5.542302707,0.683895946,7.255442943,7.262898614,Positive,B
3069_C_X,50018d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.106017785,Somewhat arousing,3.838030134,0.738324881,6.379528986,6.300891792,Positive,B
3070_C_X,60033d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,7.125470843,Somewhat arousing,4.963980539,0.871042848,7.280785407,7.232532338,Positive,B
3071_C_X,60046d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,7.053152902,Somewhat arousing,5.730355399,0.769547164,6.987636074,7.006535159,Positive,B
3074_C_X,30026d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.745679724,Somewhat arousing,4.508231027,0.889201164,6.248338294,6.400987643,Positive,A
3075_C_X,30050d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,7.066307244,Somewhat arousing,4.824436733,0.786975205,7.283338026,7.219262271,Positive,A
3077_C_X,402.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.524784483,Somewhat arousing,4.609172953,0.873306274,7.056728604,6.899096888,Positive,B
3080_C_X,405.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.635304418,Somewhat arousing,4.6640625,0.894946158,6.974027778,6.873476769,Positive,B
3081_C_X,406.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.852774784,Somewhat arousing,4.648774246,0.846902072,6.667523148,6.716013558,Positive,A
3082_C_X,407.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.922433036,Somewhat arousing,4.907394935,0.725267947,6.652519707,6.720264924,Positive,A
3084_C_X,411.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.924164871,Somewhat arousing,5.54923222,0.794702053,6.551250951,6.671509832,Positive,A
3085_C_X,412.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.227678571,Somewhat arousing,3.486816406,0.877352655,6.558171296,6.459519676,Positive,A
2086_C_X,523.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,4.995959052,Not arousing,2.223599138,0.900662243,5.209023021,5.146909975,Neutral,B
2067_C_X,20014d.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.491350446,Not arousing,2.35984303,0.790959895,5.910700313,5.783250844,Neutral,B
1087_C_X,639.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.604391164,Somewhat arousing,5.947332974,0.857476771,2.561319444,2.591046627,Negative,B
2083_C_X,509.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,4.851422991,Somewhat arousing,3.037176724,0.891399086,5.091562024,5.021564438,Neutral,B
3065_C_X,50034d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.166645665,Somewhat arousing,3.922807966,0.696387887,6.640416667,6.501860996,Positive,B
1081_C_X,609.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.245689655,Somewhat arousing,5.584792565,0.651872933,2.51900463,2.448544974,Negative,B
1080_C_X,607.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.878502155,Somewhat arousing,4.778758082,0.795629799,3.172357253,3.097632847,Negative,B
3083_C_X,408.jpg,Target,Encoding + Retrieval,Target,NA,Positive,7.254394531,Somewhat arousing,5.807198661,0.585854352,7.618657407,7.509494874,Positive,B
3073_C_X,60029d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.707380022,Somewhat arousing,4.762538365,0.775476754,6.767713026,6.749499289,Positive,B
1085_C_X,630.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.286675347,Somewhat arousing,4.469288793,0.89894253,2.698423032,2.87577474,Negative,B
2082_C_X,508.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.618024554,Somewhat arousing,3.609375,0.904681325,5.814664193,5.776014277,Neutral,B
3076_C_X,401.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.245959052,Somewhat arousing,4.58077567,0.939478278,6.354398148,6.324972157,Positive,B
3090_C_X,R448.jpg,Target,Encoding + Retrieval,Target,NA,Positive,6.95783944,Somewhat arousing,4.670662716,0.909157097,7.141188063,7.081774589,Positive,B
1086_C_X,631.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.705549569,Somewhat arousing,4.459186422,0.929,3.726085681,3.732995565,Negative,B
3064_C_X,60043d.jpg,Target,Encoding + Retrieval,Target,NA,Positive,7.034002976,Somewhat arousing,5.520865304,0.911006212,6.878748994,6.925795655,Positive,B
2077_C_X,502.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.723702567,Somewhat arousing,3.697602371,0.53589344,6.058183183,5.969284188,Neutral,B
2072_C_X,50024d.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.384830729,Not arousing,2.621800014,0.861342609,5.671296296,5.587041718,Neutral,B
2090_C_X,R546.jpg,Target,Encoding + Retrieval,Target,NA,Neutral,5.636160714,Somewhat arousing,3.054014009,0.787293315,5.914472415,5.828359203,Neutral,B
1088_C_X,640.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.285762392,Somewhat arousing,5.028623384,0.864285767,3.493666862,3.444534688,Negative,B
427X.jpg,427.jpg,Foil,Retrieval,Foil,NA,Positive,6.40625,Somewhat arousing,5.194773707,0.461,,,,B
601x.jpg,601.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.127092634,Somewhat arousing,5.118871228,0.895,,,,A
353A.jpg,353A.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.905901228,Somewhat arousing,5.089285714,0.81,,,,B
354a.jpg,354a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,3.670758929,Somewhat arousing,4.604862608,0.736,,,,A
534X.jpg,,Foil,Retrieval,Foil,,Neutral,,,,,,,,B